paper_id,citation_id
43172,47275
42302,47275
48245,47275
10687,47275
41593,47275
14896,4808
42583,4808
42988,4808
43576,4808
10901,4808
64202,4808
69632,4808
41572,4808
70757,4808
76085,4808
82489,4808
75616,4808
37426,4808
9115,4808
80348,4808
11890,4808
2058,4808
44635,4808
73320,4808
28412,4808
65851,4808
57636,4808
72866,4808
71854,4808
80221,4808
57693,4808
12275,4808
25506,4808
81340,4808
74956,4808
13853,4808
76291,4808
47206,4808
257,4808
26749,4808
70799,4808
5220,4808
15636,4808
77360,4808
57900,4808
9277,4808
34749,4808
10156,4808
72557,4808
12662,4808
48767,4808
52380,4808
53884,4808
10592,4808
61756,4808
4003,4808
21046,4808
40313,4808
34875,4808
1505,4808
10200,4808
13496,4808
31676,4808
12333,4808
23733,4808
72806,4808
59788,4808
36974,4808
74402,4808
78556,4808
81699,4808
28428,4808
71958,4808
73779,4808
28548,4808
6365,4808
40106,4808
40828,4808
16738,4808
8950,4808
66078,4808
77475,4808
52532,4808
53309,4808
55760,4808
33810,4808
67218,4808
14866,4808
70846,4808
32476,4808
37885,4808
49766,4808
75306,4808
48863,4808
20641,4808
67382,4808
64673,4808
81912,4808
39816,4808
56382,4808
10197,4808
44866,4808
44891,4808
25597,4808
26721,4808
33546,31456
18871,31456
30457,31456
9184,31456
17711,31456
57992,31456
43208,31456
81767,31456
56954,31456
76401,31456
81598,31456
16231,31456
68517,31456
35654,31456
6313,31456
77607,31456
21870,31456
16255,31456
60189,31456
25165,31456
45259,31456
76414,31456
62756,31456
26518,31456
82733,31456
23211,31456
21661,31456
42433,31456
14865,31456
33131,31456
62242,31456
41358,31456
11078,31456
18945,31456
23422,31456
28003,31456
74629,31456
55020,31456
9606,31456
16992,31456
67092,31456
67125,31456
16441,31456
43769,31456
14554,31456
35658,31456
41907,31456
23881,31456
28323,31456
15766,31456
44866,31456
12695,31456
69576,31456
13292,31456
64814,31456
37386,31456
19680,31456
7970,31456
11899,31456
39690,31456
64846,31456
31852,31456
73095,31456
65580,31456
59641,31456
37667,31456
55231,31456
3687,31456
57931,31456
73454,31456
7159,31456
81794,31456
65960,31456
44481,31456
1321,31456
27947,31456
37155,31456
50412,31456
71298,31456
9375,31456
35958,31456
32566,31456
56494,31456
82147,31456
36415,31456
3371,31456
64702,31456
11052,31456
13848,31456
25793,31456
77083,31456
344,31456
5303,31456
12594,31456
2400,31456
36075,31456
22406,31456
72968,31456
45805,31456
25641,31456
47654,25745
46012,25745
4174,25745
26042,25745
13294,25745
8221,25745
55545,25745
6596,25745
5550,25745
1236,25745
65311,25745
46491,25745
9781,25745
7319,25745
31768,25745
41668,25745
53884,25745
60189,25745
7572,25745
46082,25745
36096,25745
19660,25745
32431,25745
44573,25745
49462,25745
13349,25745
20710,25745
46110,25745
77242,25745
24381,25745
33333,25745
19788,25745
13169,25745
13181,25745
2615,25745
72849,25745
43022,25745
64614,25745
23273,25745
6661,25745
74233,25745
51525,25745
36731,25745
21835,25745
34978,25745
43138,25745
38800,25745
1187,25745
34349,25745
60503,25745
68513,25745
48421,25745
44290,25745
60562,25745
54995,25745
46006,25745
531,25745
49162,25745
70395,25745
57764,25745
79005,25745
22273,25745
72748,25745
74120,25745
73498,25745
6659,25745
33372,25745
79806,25745
73071,25745
76833,25745
47551,25745
82554,25745
5572,25745
19,25745
20109,25745
10181,25745
344,25745
8876,25745
10353,25745
50624,25745
10161,25745
24586,25745
8436,25745
31447,25745
77136,25745
25370,25745
11059,25745
29032,25745
23772,25745
29197,25745
58086,25745
44238,25745
67479,25745
16810,25745
54059,25745
58388,25745
20278,25745
31213,25745
11237,25745
9743,72871
19601,72871
75874,72871
3348,72871
30386,72871
50400,72871
82218,72871
65961,72871
1146,72871
20096,72871
67833,72871
27938,72871
81999,72871
12700,72871
54942,72871
60484,72871
11332,72871
62165,72871
70388,72871
7772,72871
26336,72871
82903,72871
42866,72871
78845,72871
34483,72871
10528,72871
58838,72871
79063,72871
44767,72871
59822,72871
5844,72871
82385,72871
43704,72871
68966,72871
81753,72871
16437,72871
55658,72871
25962,72871
77509,72871
25083,72871
49772,72871
59695,72871
27330,72871
35141,72871
55033,72871
15349,72871
21916,72871
43578,72871
44655,72871
47570,72871
67083,72871
10439,72871
39829,72871
22587,72871
33475,72871
72298,72871
36365,72871
2158,72871
43080,72871
28460,72871
41799,72871
32351,72871
48250,72871
17418,72871
12868,72871
22611,72871
57995,72871
75145,72871
35377,72871
29780,72871
76103,72871
7238,72871
55952,72871
67357,72871
75964,72871
48270,72871
34201,72871
26222,72871
64105,72871
82480,72871
33493,72871
18402,72871
50072,72871
15011,72871
44697,72871
59544,72871
74755,72871
47789,72871
44660,72871
4201,72871
79113,72871
68145,72871
60675,72871
68725,72871
50883,72871
25792,72871
36784,72871
10543,72871
61209,72871
16475,72871
3202,4986
67400,4986
23098,4986
70757,4986
73552,4986
76085,4986
34844,4986
49691,4986
75616,4986
71403,4986
2919,4986
41951,4986
69900,4986
22191,4986
28422,4986
29976,4986
44643,4986
24706,4986
79098,4986
3351,4986
30544,4986
6596,4986
22609,4986
78808,4986
39719,4986
30469,4986
62445,4986
9331,4986
75971,4986
5400,4986
80553,4986
25523,4986
72540,4986
57900,4986
10225,4986
34450,4986
21870,4986
48767,4986
51398,4986
48394,4986
42638,4986
28410,4986
56894,4986
55427,4986
8073,4986
22125,4986
15099,4986
29617,4986
66078,4986
53309,4986
67218,4986
14866,4986
82921,4986
2615,4986
65917,4986
2265,4986
48863,4986
28323,4986
30357,4986
70314,4986
44866,4986
13661,4986
36671,4986
18683,4986
57378,4986
76254,4986
6701,4986
73379,4986
4260,4986
50904,4986
27081,4986
55231,4986
62883,4986
44481,4986
41546,4986
64681,4986
6709,4986
22680,4986
43240,4986
18582,4986
69474,4986
59256,4986
21508,4986
21237,4986
39789,4986
53937,4986
56365,4986
82037,4986
75643,4986
16925,4986
19200,4986
37836,4986
34077,4986
58955,4986
21843,33134
1494,33134
42482,33134
50415,33134
57960,33134
81163,33134
33030,33134
57300,33134
18164,33134
30544,33134
43611,33134
72283,33134
25506,33134
51816,33134
67019,33134
53170,33134
5146,33134
70721,33134
38901,33134
29302,33134
229,33134
27266,33134
27363,33134
10000,33134
80497,33134
82864,33134
15765,33134
14112,33134
61118,33134
65240,33134
4003,33134
27238,33134
59586,33134
13953,33134
10200,33134
62867,33134
47935,33134
5677,33134
52010,33134
62794,33134
10488,33134
52963,33134
66236,33134
50668,33134
38529,33134
65917,33134
76276,33134
2484,33134
48863,33134
62142,33134
54564,33134
34194,33134
65226,33134
1076,33134
2165,33134
65690,33134
76455,33134
18325,33134
66571,33134
18633,33134
21535,33134
60331,33134
49021,33134
45760,33134
72154,33134
50110,33134
67429,33134
8741,33134
25209,33134
47604,33134
81640,33134
33519,33134
29360,33134
20943,33134
39245,33134
29488,33134
58018,33134
22031,33134
22544,33134
78478,33134
64973,33134
47014,33134
66772,33134
29574,33134
42737,33134
16830,33134
60492,33134
14367,33134
41607,33134
5511,57214
75443,57214
82418,57214
70634,57214
44607,57214
39003,57214
17402,57214
42519,57214
6058,57214
7404,57214
28104,57214
19452,57214
53260,57214
56417,57214
77407,57214
35381,57214
35500,57214
58555,57214
54906,57214
53472,57214
16798,57214
29400,57214
73610,57214
82375,57214
69663,57214
47018,57214
34043,57214
78646,57214
24709,57214
28615,57214
39010,57214
24496,57214
76371,57214
25569,57214
60771,57214
641,57214
40581,57214
2981,57214
41861,57214
40401,57214
43181,57214
74683,57214
42768,57214
50452,57214
55842,57214
61390,57214
72171,57214
24267,57214
13831,57214
43906,57214
67699,57214
50929,57214
52151,57214
20497,57214
4895,57214
15395,57214
49732,57214
59442,57214
43582,57214
73211,57214
48380,57214
74942,57214
50915,57214
32937,57214
82900,57214
16953,57214
18590,57214
7082,57214
32545,57214
41300,57214
9859,57214
40751,57214
49827,57214
74580,57214
80797,57214
66325,57214
63276,57214
40902,57214
7240,57214
32911,50676
46261,50676
44402,50676
52616,50676
56049,50676
42094,50676
28104,50676
74943,50676
59222,50676
6651,50676
54745,50676
50573,50676
15382,50676
70902,50676
45037,50676
28563,50676
42916,50676
13365,50676
45777,50676
42052,50676
21159,50676
69439,50676
23682,50676
29563,50676
76647,50676
6705,50676
38786,50676
67181,50676
80216,50676
7578,50676
2378,50676
30573,50676
2043,50676
66019,50676
52956,50676
10401,50676
35294,50676
76933,50676
11749,50676
38221,50676
76605,50676
9466,50676
58645,50676
21984,50676
68395,50676
24046,50676
4534,50676
30409,50676
69655,50676
21207,50676
10075,50676
7054,50676
59699,50676
62508,50676
80481,50676
3909,50676
66038,50676
27100,50676
80708,50676
67466,50676
564,50676
43396,50676
29552,50676
1858,50676
6338,50676
68541,50676
58949,50676
14605,50676
17577,50676
16677,50676
9887,50676
22337,50676
3743,50676
59386,30733
50578,30733
51739,30733
82418,30733
33688,30733
9183,30733
25092,30733
38948,30733
3903,30733
17511,30733
25142,30733
9104,30733
12231,30733
79430,30733
65273,30733
78995,30733
25339,30733
5873,30733
13651,30733
55490,30733
41861,30733
35558,30733
37671,30733
14484,30733
77674,30733
75282,30733
33264,30733
27030,30733
37282,30733
55365,30733
60040,30733
10480,30733
52154,30733
81350,30733
62273,30733
53796,30733
5733,30733
45275,30733
50915,30733
64267,30733
23296,30733
29892,30733
47999,30733
32766,30733
11715,30733
41446,30733
81192,30733
39476,30733
77846,30733
18292,30733
80578,30733
4310,30733
35490,30733
63200,30733
9163,30733
47919,30733
78029,30733
45139,30733
10241,30733
39113,30733
31623,30733
15215,30733
15188,30733
76091,30733
13986,30733
43448,30733
69035,82174
22905,82174
27151,82174
11721,82174
70444,82174
59649,82174
79193,82174
57936,82174
32283,82174
42904,82174
23997,82174
56406,82174
5759,82174
11121,82174
10690,82174
28104,82174
8901,82174
25015,82174
40645,82174
37025,82174
19890,82174
29185,82174
13095,82174
9449,82174
82355,82174
64289,82174
56449,82174
71395,82174
71369,82174
60073,82174
77361,82174
79931,82174
14437,82174
68151,82174
53179,82174
73355,82174
75173,82174
45992,82174
66019,82174
53452,82174
22877,82174
7371,82174
50859,82174
36414,82174
37831,82174
52439,82174
45471,82174
7121,82174
47585,82174
72426,82174
29462,82174
6410,82174
8588,82174
25908,82174
64096,82174
41017,82174
6259,82174
33981,82174
24690,82174
40656,82174
77294,82174
31668,82174
56134,82174
31017,23329
38086,23329
51255,23329
61590,23329
30615,23329
30038,23329
346,23329
19241,23329
17608,23329
11157,23329
78577,23329
56604,23329
57652,23329
55469,23329
21473,23329
62854,23329
21145,23329
30473,23329
16996,23329
16725,23329
58779,23329
60696,23329
6516,23329
42644,23329
78000,23329
51094,23329
77304,23329
81757,23329
6600,23329
69148,23329
51832,23329
34083,23329
24359,23329
31580,23329
43063,23329
56081,23329
17655,23329
22277,23329
81628,23329
20990,23329
15579,23329
42225,23329
4343,23329
65369,23329
56092,23329
66417,23329
1770,23329
43642,23329
1147,23329
27951,77312
47275,77312
66928,77312
82807,77312
48113,77312
49545,77312
77391,77312
39662,77312
9249,77312
42285,77312
79010,77312
21263,77312
13374,77312
43553,77312
25523,77312
4628,77312
34450,77312
66405,77312
81338,77312
66228,77312
661,77312
14071,77312
74300,77312
24000,77312
82429,77312
71482,77312
18184,77312
466,77312
67061,77312
36575,77312
16332,77312
19880,77312
3823,77312
62829,77312
34701,77312
56786,77312
62449,77312
8762,77312
13825,77312
25977,77312
42956,77312
37705,77312
82037,77312
21686,77312
38757,77312
6338,77312
14717,77312
79978,77312
67630,71604
57965,71604
32858,71604
55573,71604
73717,71604
41176,71604
63761,71604
77736,71604
7998,71604
25168,71604
49673,71604
65047,71604
1547,71604
64097,71604
41455,71604
74262,71604
43556,71604
26937,71604
421,71604
39228,71604
75146,71604
34508,71604
37215,71604
50850,71604
17351,71604
44275,71604
3994,71604
71851,71604
76583,71604
57468,71604
32709,71604
3853,71604
65170,71604
82267,71604
33151,71604
36944,71604
76325,71604
48838,71604
49529,71604
29796,17771
17402,17771
1361,17771
54190,17771
65064,17771
14066,17771
8390,17771
71968,17771
70486,17771
77123,17771
36683,17771
6940,17771
2875,17771
51094,17771
71504,17771
8637,17771
43396,17771
81628,17771
20990,17771
17872,17771
61922,17771
76623,17771
15579,17771
16151,17771
57678,17771
47019,17771
27334,17771
66325,17771
43642,17771
80961,17771
3202,53170
41776,53170
81163,53170
82172,53170
65120,53170
67008,53170
82650,53170
44876,53170
24382,53170
55148,53170
65605,53170
44780,53170
41698,53170
18077,53170
27052,53170
57167,53170
24137,53170
19279,53170
39614,53170
56178,53170
48948,53170
66431,53170
25153,53170
39245,53170
25553,53170
56599,53170
37672,53170
62266,53170
78405,53170
60232,53170
80856,53170
21635,53170
53471,53170
27657,53170
57900,82418
27759,82418
19452,82418
62371,82418
29895,82418
50210,82418
28563,82418
29400,82418
30402,82418
15984,82418
14885,82418
24496,82418
32188,82418
54014,82418
641,82418
39541,82418
74683,82418
72107,82418
16616,82418
78353,82418
69283,82418
66994,82418
62248,82418
73211,82418
48380,82418
3424,82418
76742,82418
445,82418
31456,63657
27102,63657
8990,63657
14536,63657
62131,63657
79006,63657
60429,63657
18063,63657
3574,63657
58400,63657
50920,63657
45041,63657
28104,63657
70666,63657
23881,63657
18863,63657
78163,63657
36575,63657
4703,63657
56760,63657
40179,63657
67156,63657
47604,63657
20943,63657
64973,63657
74727,63657
33828,63657
61965,63657
5744,63657
25979,63657
67584,26796
33238,26796
49652,26796
18090,26796
34443,26796
19325,26796
58685,26796
74731,26796
1461,26796
53751,26796
40846,26796
39633,26796
21225,26796
15165,26796
46445,26796
43293,26796
33457,26796
13659,26796
58891,26796
32472,26796
19178,26796
22285,26796
65813,26796
6077,26796
41581,26796
71387,26796
39208,26796
50910,26796
540,26796
36012,26796
62748,26796
15363,57900
34485,57900
54394,57900
60696,57900
73595,57900
16466,57900
81043,57900
45798,57900
29462,57900
3656,57900
13836,57900
3424,57900
996,57900
68344,57900
12835,57900
69626,57900
12362,57900
12874,57900
30733,54110
831,54110
29617,54110
29910,54110
67460,54110
64681,54110
28615,54110
42921,54110
51200,54110
41605,54110
76241,54110
29967,54110
73211,54110
62508,54110
52534,54110
66965,54110
57547,54110
15451,54110
18067,54110
74613,54110
25745,9500
14522,9500
74250,9500
40428,9500
6095,9500
11952,9500
63206,9500
19085,9500
16785,9500
38383,9500
40865,9500
776,9500
31702,9500
52583,9500
48550,9500
39260,9500
37743,9500
74860,9500
8442,9500
9115,9277
779,9277
64840,9277
35494,9277
56775,9277
39816,9277
64261,9277
58684,9277
60283,9277
19312,9277
53365,9277
49893,9277
14896,34450
10901,34450
75616,34450
33230,34450
66808,34450
67019,34450
58121,34450
17245,34450
34640,34450
65238,34450
60296,34450
51613,34450
10063,34450
46224,34450
27665,34450
13260,34450
81163,80497
40047,80497
43611,80497
8019,80497
81598,80497
24381,80497
55760,80497
50668,80497
14265,80497
49359,80497
46750,80497
20090,80497
39245,80497
5719,80497
16799,80497
18138,80497
78405,80497
7222,80497
43472,48394
35290,48394
66574,48394
44079,48394
7592,48394
16125,48394
54953,48394
20615,48394
8027,48394
14212,48394
50461,48394
9879,48394
10695,48394
43789,48394
13743,48394
16443,48394
375,1277
17402,1277
1361,1277
68754,1277
65960,1277
8390,1277
17437,1277
51623,1277
21038,1277
19966,1277
56041,1277
20017,1277
20990,1277
1683,1277
30479,1277
71099,1277
66325,1277
15578,1277
52887,1277
57803,9131
70295,9131
74058,9131
24532,9131
59987,9131
60805,9131
63436,9131
18358,9131
12590,9131
54397,9131
30324,9131
31468,9131
52116,9131
39710,9131
40963,9131
76422,9131
45569,9131
35097,9131
66088,9131
64872,80397
23828,80397
4715,80397
62159,80397
6906,80397
51692,80397
24199,80397
38443,80397
39249,80397
58823,80397
40675,80397
11124,80397
49695,80397
48823,77414
68420,77414
72314,77414
20564,77414
64134,77414
42916,77414
23097,77414
69418,77414
16156,77414
55572,77414
25944,77414
25283,77414
65803,77414
769,77414
8666,77414
12404,29796
31321,29796
65064,29796
57652,29796
73697,29796
70178,29796
72654,29796
2531,29796
82118,29796
66378,29796
56081,29796
65750,29796
45317,29796
81628,29796
1683,29796
63223,26585
53082,26585
21261,26585
47191,26585
4587,26585
22590,26585
3895,26585
64594,26585
76588,26585
70553,26585
41491,26585
62467,26585
77530,26585
7220,26585
17413,26585
73610,44607
42768,44607
24267,44607
43906,44607
50929,44607
20497,44607
73211,44607
50915,44607
32545,44607
445,44607
40751,44607
15484,44607
23098,4882
4986,4882
13213,4882
63843,4882
12931,4882
31975,4882
46222,4882
52317,4882
73716,4882
37493,4882
2615,4882
24656,4882
19314,4882
31206,4882
6490,4882
41652,4882
6351,4882
13138,4882
61699,1265
38190,1265
71457,1265
14376,1265
44449,1265
12019,1265
34095,1265
37361,1265
65418,1265
21324,1265
72968,1265
20410,1265
39547,1265
66678,1265
2159,1265
57214,78423
28104,78423
52386,78423
8918,78423
40487,78423
37742,78423
61984,78423
33648,78423
18034,78423
77925,78423
77953,78423
21445,78423
19720,78423
33506,78423
29617,551
36231,551
39116,551
81276,551
66440,551
47352,551
19566,551
845,551
65794,551
11505,551
60696,551
17528,551
16616,551
71759,551
80169,551
73877,76611
40645,76611
79408,76611
53522,76611
56701,76611
23810,76611
75525,76611
33489,76611
52156,76611
59304,76611
58357,76611
53959,76611
666,76611
62497,76611
34868,375
65064,375
65960,375
43356,375
57652,375
49558,375
71753,375
65750,375
1020,375
1365,375
35924,30645
43687,30645
34014,30645
50373,30645
62158,30645
2825,30645
20234,30645
80754,30645
40395,30645
80135,30645
56373,30645
79197,39067
72079,39067
31090,39067
78057,39067
56825,39067
21984,39067
48006,39067
81909,39067
76345,39067
8491,39067
22183,39067
70239,41588
69669,41588
72946,41588
65108,41588
65907,41588
48610,41588
18454,41588
80809,41588
54110,9122
44607,9122
8788,9122
39823,9122
41726,9122
18728,9122
73211,9122
66965,9122
65313,9122
7082,9122
60982,9122
48021,831
16400,831
4307,831
45422,831
10568,831
41518,831
6462,831
79286,831
30409,831
62508,831
42862,831
5171,831
46806,9238
4817,9238
44414,9238
23223,9238
41971,9238
62512,9238
3504,9238
68756,9238
8470,9238
59646,9238
831,29617
28104,29617
48021,29617
68448,29617
65794,29617
41518,29617
41256,29617
37980,29617
67345,29617
71759,29617
29462,29617
35097,29617
65892,29617
56406,28104
20724,28104
11670,28104
24330,28104
80216,28104
46506,28104
18728,28104
39672,28104
29462,28104
12362,28104
54101,72319
3731,72319
26672,72319
10367,72319
48853,72319
24588,72319
75690,72319
19609,72319
69059,72319
11165,72319
57214,64313
58555,64313
53472,64313
24709,64313
76371,64313
55842,64313
13831,64313
21997,64313
18590,64313
41300,64313
76122,29910
23212,29910
23979,29910
76049,29910
14242,29910
16065,29910
3227,29910
34114,55020
1523,55020
57137,55020
7159,55020
16104,55020
22857,55020
22119,55020
33743,76413
59136,76413
73777,76413
5441,76413
27235,76413
78353,76413
66342,76413
65313,76413
74937,76413
17771,16073
37699,16073
21240,16073
1058,16073
7485,16073
54418,16073
34083,16073
39197,16073
55030,61804
44211,61804
49766,61804
82429,61804
7212,61804
29523,61804
18138,61804
52685,61804
19388,41113
14588,41113
7635,41113
33264,41113
31165,41113
10580,41113
74580,41113
57900,8788
54745,8788
37887,8788
67969,8788
68693,8788
64004,8788
8023,8788
63427,8788
11229,8788
43944,8788
50661,13181
30038,13181
79947,13181
72654,13181
9536,13181
80597,13181
5814,13181
54327,59962
44507,59962
43946,59962
49636,59962
71286,59962
24162,59962
70448,59962
76862,59962
7192,59962
36001,71848
80397,71848
6976,71848
18372,71848
51094,71848
80139,43769
37386,43769
80164,43769
3034,43769
27847,43769
46569,43769
17771,57798
67890,57798
57698,57798
42052,57798
28615,57798
6940,57798
52956,57798
30144,57798
81334,50891
29152,50891
30775,50891
11510,50891
43604,50891
36877,50891
12591,50891
82487,6976
38383,6976
44528,6976
29475,57828
65064,57828
65960,57828
34131,57828
65750,57828
30625,75131
22977,75131
54418,75131
18272,75131
34083,75131
47125,75131
2331,20615
9377,20615
73888,20615
64676,20615
77878,20615
81797,31255
79627,31255
26076,31255
75444,31255
28385,31255
39579,31255
16169,59136
15563,59136
65709,59136
11229,59136
19901,59136
81770,59136
79102,54968
67531,54968
78711,54968
57547,54968
32928,54968
17741,54745
45741,54745
7331,54745
3743,54745
58663,20697
24429,20697
51670,20697
59688,20697
11764,20697
74553,20697
40486,20564
1769,20564
66363,20564
13034,20564
25944,20564
65803,20564
10568,48021
41518,48021
79286,48021
31589,67357
61583,67357
38197,67357
73580,67357
67699,387
16502,387
44109,387
71723,8918
37348,8918
77953,8918
36727,8918
17741,67460
18067,67460
44109,67460
64754,42916
19566,42916
21291,42916
39102,42916
70054,60318
58555,60318
19950,60318
54362,60318
75122,62946
75916,62946
12769,50904
23437,50904
77478,50904
28853,50904
9377,64676
20615,64676
78230,64676
75525,23810
52156,23810
59304,23810
28104,68448
51950,68448
23329,17608
53273,17608
3743,17608
15177,73777
67699,73777
21038,73610
25793,34039
15387,34039
18263,17741
69823,17741
5898,16785
57423,16785
47547,15280
22835,15280
41256,64681
15295,81469
53854,81469
41748,81469
8788,13845
39823,13845
60982,13845
7906,38383
55800,38383
29274,29523
52794,29523
12404,42921
73697,42921
73494,44507
7192,44507
34725,18093
34805,18093
67285,23588
81745,4609
63316,75794
81150,75794
17741,77290
69823,77290
18377,5572
9573,23097
16156,23097
44564,68547
24295,68547
18263,41605
64707,41605
69544,73355
31668,73355
31599,68756
56621,27900
742,27900
51143,67531
78353,45422
65006,45422
24659,18372
81200,27731
37691,12764
11683,5441
11683,27235
41362,43431
45741,76241
15484,42768
54318,48069
81628,66378
69823,18263
44607,15022
29617,74786
25102,55926
21585,14896
2317,14896
38728,14896
64168,14896
26068,14896
72656,14896
13079,14896
61697,14896
31629,14896
32400,14896
25567,14896
77405,14896
42949,14896
80038,14896
39513,14896
29769,14896
18150,14896
29374,14896
61500,14896
62063,14896
28971,14896
5979,14896
18722,14896
27837,14896
38191,14896
49862,14896
66609,14896
70972,14896
69564,14896
57417,14896
28945,14896
62473,14896
8520,14896
80048,14896
11569,14896
40735,14896
74645,14896
5946,14896
35661,14896
79272,14896
53638,14896
30097,14896
53665,14896
69255,14896
12390,14896
53750,14896
50540,14896
6635,14896
63841,14896
17432,14896
41572,14896
51339,14896
47875,14896
7316,14896
12547,14896
82117,14896
75649,14896
16123,14896
16212,14896
15493,14896
24265,14896
58282,14896
51379,14896
32712,14896
31675,14896
55807,14896
43158,14896
15715,14896
60089,14896
31397,14896
48788,14896
54230,14896
56194,14896
54264,14896
20792,14896
46476,14896
27406,14896
27496,14896
35815,14896
14277,14896
48186,14896
44770,14896
70774,14896
63227,14896
29433,14896
20116,14896
63952,14896
42284,14896
28039,14896
10233,14896
76963,14896
13015,14896
41240,14896
13488,14896
53375,14896
17725,14896
62119,14896
102,14896
23965,14896
61916,14896
23507,27951
21843,27951
42583,27951
11352,27951
54003,27951
34714,27951
3202,27951
46568,27951
36518,27951
29475,27951
41359,27951
81945,27951
25745,27951
70757,27951
49539,27951
56901,27951
56831,27951
49804,27951
42846,27951
27718,27951
9115,27951
59751,27951
61613,27951
9184,27951
154,27951
12369,27951
54864,27951
72620,27951
43758,27951
64509,27951
30301,27951
63207,27951
26848,27951
70377,27951
75328,27951
57614,27951
32322,27951
46184,27951
72227,27951
52055,27951
46573,27951
70388,27951
73346,27951
19735,27951
59296,27951
55329,27951
51180,27951
66808,27951
26618,27951
71789,27951
58800,27951
72958,27951
81748,27951
21263,27951
3752,27951
12215,27951
2034,27951
80208,27951
77265,27951
52458,27951
6596,27951
29415,27951
10672,27951
13698,27951
69473,27951
16922,27951
76382,27951
29166,27951
42061,27951
65494,27951
66293,27951
48971,27951
69904,27951
9058,27951
46491,27951
40983,27951
33605,27951
77419,27951
79765,27951
32048,27951
26607,27951
54163,27951
52699,27951
55481,27951
56744,27951
79306,27951
57207,27951
38570,27951
33055,27951
67583,27951
7656,27951
64690,27951
58347,27951
59337,27951
38924,27951
45346,27951
31768,27951
15983,27951
21870,27951
60964,27951
34714,47610
19246,47610
3202,47610
46568,47610
29475,47610
42988,47610
43576,47610
18871,47610
31456,47610
63490,47610
70757,47610
30799,47610
82489,47610
56831,47610
49804,47610
9184,47610
73259,47610
